date,unit_sales,transactions,dcoilwtico,onpromotion,is_holiday,dayofweek,month,year,is_weekend,is_payday,sales_lag_7,sales_rolling_mean_7,sales_rolling_mean_14,sales_rolling_mean_30
2013-04-02,18911.761,3610.0,97.23,0,0.0,1,4,2013,0,0,11090.212,22124.506285714284,21237.996214285715,21559.22533333333
2013-04-03,22686.992,4212.0,95.02,0,0.0,2,4,2013,0,0,20180.981,22482.507857142857,21454.37707142857,21618.398400000002
2013-04-04,16437.741,3457.0,93.26,0,0.0,3,4,2013,0,0,17541.689,22324.801,21565.620428571427,21454.145566666666
2013-04-05,19861.856,3816.0,92.76,0,0.0,4,4,2013,0,0,21393.413,22106.007142857143,21669.238857142856,21392.5038
2013-04-06,34105.411,5047.0,92.76,0,0.0,5,4,2013,1,0,25750.003,23299.636857142854,21827.497714285713,22016.185066666665
2013-04-07,35847.169,4857.0,92.76,0,0.0,6,4,2013,1,0,27281.635,24523.284571428576,22280.515142857144,22340.016
2013-04-08,19095.925,3595.0,93.36,0,0.0,0,4,2013,0,0,23812.062,23849.550714285717,22428.346428571425,21978.159
2013-04-09,15986.89,3417.0,94.18,0,0.0,1,4,2013,0,0,18911.761,23431.712,22778.10914285714,21498.167299999997
2013-04-10,18763.541,4008.0,94.59,0,0.0,2,4,2013,0,0,22686.992,22871.219,22676.86342857143,21553.984833333332
2013-04-11,25121.685,3489.0,93.44,0,0.0,3,4,2013,0,0,16437.741,24111.78242857143,23218.291714285715,21866.303533333336
2013-04-12,17896.815,3928.0,91.23,0,1.0,4,4,2013,0,0,19861.856,23831.062285714284,22968.534714285717,21809.225566666668
2013-04-13,28717.044,4843.0,91.23,0,0.0,5,4,2013,1,0,34105.411,23061.295571428574,23180.466214285716,22329.1338
2013-04-14,30727.966,4745.0,91.23,0,1.0,6,4,2013,1,0,35847.169,22329.98085714286,23426.632714285715,22733.079333333335
2013-04-15,17175.006,3499.0,88.75,0,0.0,0,4,2013,0,1,19095.925,22055.56385714286,22952.557285714287,22290.876933333337
2013-04-16,18734.071,3496.0,88.73,0,0.0,1,4,2013,0,0,15986.89,22448.018285714286,22939.865142857143,21752.260400000003
2013-04-17,20281.665,3954.0,86.65,0,0.0,2,4,2013,0,0,18763.541,22664.893142857145,22768.056071428575,21821.539099999998
2013-04-18,14613.588,3316.0,87.83,0,0.0,3,4,2013,0,0,25121.685,21163.73642857143,22637.759428571426,21779.510400000003
2013-04-19,18418.771,3558.0,88.04,0,0.0,4,4,2013,0,0,17896.815,21238.301571428572,22534.68192857143,21738.214099999997
2013-04-20,31940.413,5052.0,88.04,0,0.0,5,4,2013,1,0,28717.044,21698.782857142858,22380.039214285713,22306.883400000002
2013-04-21,34169.373,4905.0,88.04,0,1.0,6,4,2013,1,0,30727.966,22190.412428571428,22260.196642857143,22832.155899999998
2013-04-22,17595.709,3531.0,88.81,0,0.0,0,4,2013,0,0,17175.006,22250.512857142858,22153.038357142857,22355.686633333335
2013-04-23,19494.954,3432.0,89.21,0,0.0,1,4,2013,0,0,18734.071,22359.210428571427,22403.61435714286,22022.020933333333
2013-04-24,21656.472,3950.0,91.07,0,0.0,2,4,2013,0,0,20281.665,22555.61142857143,22610.252285714287,22176.36043333333
2013-04-25,14097.769,3429.0,93.27,0,0.0,3,4,2013,0,0,14613.588,22481.923000000003,21822.82971428571,22276.612333333338
2013-04-26,18063.705,3872.0,92.63,0,0.0,4,4,2013,0,0,18418.771,22431.199285714287,21834.750428571428,22206.03646666667
2013-04-27,28625.561,4763.0,92.63,0,0.0,5,4,2013,1,0,31940.413,21957.649,21828.215928571426,22575.49886666667
2013-04-28,31505.599,4799.0,92.63,0,0.0,6,4,2013,1,0,34169.373,21577.109857142856,21883.761142857144,22912.571733333334
2013-04-29,15882.329,3415.0,94.09,0,1.0,0,4,2013,0,0,17595.709,21332.341285714287,21791.427071428574,22583.649266666667
2013-04-30,16726.38,3632.0,93.22,0,0.0,1,4,2013,0,1,19494.954,20936.830714285716,21648.020571428573,22231.80743333333
2013-05-01,32403.072,5053.0,90.74,0,1.0,2,5,2013,0,0,21656.472,22472.059285714287,22513.835357142856,22518.174433333334
2013-05-02,16732.446,3504.0,93.7,0,0.0,3,5,2013,0,0,14097.769,22848.441714285716,22665.182357142858,22445.530600000002
2013-05-03,20307.881,3766.0,95.25,0,0.0,4,5,2013,0,0,18063.705,23169.038285714283,22800.118785714287,22366.2269
2013-05-04,32686.795,4962.0,95.25,0,0.0,5,5,2013,1,0,28625.561,23749.214571428573,22853.431785714285,22907.862033333335
2013-05-05,35122.784,5021.0,95.25,0,0.0,6,5,2013,1,0,31505.599,24265.955285714288,22921.532571428572,23416.559633333334
2013-05-06,19113.396,3643.0,95.8,0,0.0,0,5,2013,0,0,15882.329,24727.536285714286,23029.938785714283,22916.825800000002
2013-05-07,17208.6,3347.0,95.28,0,0.0,1,5,2013,0,0,16726.38,24796.424857142854,22866.627785714285,22295.540166666666
2013-05-08,22033.7,4172.0,96.24,0,0.0,2,5,2013,0,0,32403.072,23315.086,22893.572642857147,22393.466
2013-05-09,15910.097,3791.0,96.09,0,0.0,3,5,2013,0,0,16732.446,23197.607571428573,23023.02464285714,22390.906233333335
2013-05-10,19872.198,4316.0,95.81,0,0.0,4,5,2013,0,0,20307.881,23135.367142857143,23152.202714285715,22427.86146666667
2013-05-11,33235.071,6328.0,95.81,0,1.0,5,5,2013,1,0,32686.795,23213.69228571429,23481.45342857143,22698.307666666668
2013-05-12,21028.07,4159.0,95.81,0,1.0,6,5,2013,1,0,35122.784,21200.161714285718,22733.058500000003,22802.682833333332
2013-05-13,18201.793,3600.0,94.76,0,0.0,0,5,2013,0,0,19113.396,21069.932714285715,22898.7345,22452.174466666667
2013-05-14,16103.761,3421.0,93.96,0,0.0,1,5,2013,0,0,17208.6,20912.09857142857,22854.261714285713,21964.700966666667
2013-05-15,20636.255,4105.0,93.95,0,0.0,2,5,2013,0,1,22033.7,20712.463571428572,22013.774785714286,22080.07593333333
2013-05-16,16731.731,3648.0,94.85,0,0.0,3,5,2013,0,0,15910.097,20829.83985714286,22013.723714285712,22013.331266666664
2013-05-17,18508.325,3832.0,95.72,0,0.0,4,5,2013,0,0,19872.198,20635.000857142855,21885.184,21954.219933333337
2013-05-18,30071.305,5106.0,95.72,0,0.0,5,5,2013,1,0,33235.071,20183.034285714286,21698.363285714287,22469.477166666664
2013-05-19,30169.425,4684.0,95.72,0,0.0,6,5,2013,1,0,21028.07,21488.942142857144,21344.55192857143,22861.165633333334
2013-05-20,18731.989,3695.0,96.29,0,0.0,0,5,2013,0,0,18201.793,21564.68442857143,21317.308571428573,22420.884833333334
2013-05-21,25091.309,3507.0,95.55,0,0.0,1,5,2013,0,0,16103.761,22848.619857142854,21880.359214285712,22118.2827
2013-05-22,19134.037,3969.0,93.98,0,0.0,2,5,2013,0,0,20636.255,22634.017285714282,21673.240428571426,22169.5603
2013-05-23,15289.211,3675.0,94.12,0,0.0,3,5,2013,0,0,16731.731,22427.943000000003,21628.89142857143,22029.368866666668
2013-05-24,23864.536,4013.0,93.84,0,1.0,4,5,2013,0,0,18508.325,23193.116,21914.058428571425,22102.971
2013-05-25,23364.938,4116.0,93.84,0,0.0,5,5,2013,1,0,30071.305,22235.06357142857,21209.04892857143,22411.876633333337
2013-05-26,25866.678,4039.0,93.84,0,0.0,6,5,2013,1,0,30169.425,21620.38542857143,21554.663785714285,22671.975733333333
2013-05-27,16393.95,3455.0,93.84,0,0.0,0,5,2013,0,0,18731.989,21286.379857142856,21425.532142857144,22264.255366666664
2013-05-28,15671.846,3407.0,94.65,0,0.0,1,5,2013,0,0,25091.309,19940.742285714285,21394.68107142857,21736.4636
2013-05-29,18342.311,3702.0,93.13,0,0.0,2,5,2013,0,0,19134.037,19827.63857142857,21230.82792857143,21818.463
2013-05-30,14867.072,3572.0,93.57,0,0.0,3,5,2013,0,0,15289.211,19767.333000000002,21097.638000000003,21756.48606666667
2013-05-31,19986.796,3886.0,91.93,0,0.0,4,5,2013,0,1,23864.536,19213.37014285714,21203.24307142857,21342.6102
2013-06-01,33549.187,5168.0,91.93,0,0.0,5,6,2013,1,0,23364.938,20668.262857142858,21451.663214285716,21903.168233333334
2013-06-02,34257.964,4566.0,91.93,0,0.0,6,6,2013,1,0,25866.678,21867.018,21743.701714285715,22368.170999999995
2013-06-03,24061.683,4034.0,93.41,0,0.0,0,6,2013,0,0,16393.95,22962.408428571427,22124.394142857145,22080.667266666667
2013-06-04,19372.717,3563.0,93.36,0,0.0,1,6,2013,0,0,15671.846,23491.104285714282,21715.923285714285,21555.665033333335
2013-06-05,21612.549,4107.0,93.66,0,0.0,2,6,2013,0,0,18342.311,23958.28114285714,21892.959857142854,21638.970133333332
2013-06-06,22572.039,3482.0,94.71,0,0.0,3,6,2013,0,0,14867.072,25058.990714285716,22413.16185714286,21817.75143333333
2013-06-07,21082.201,3965.0,96.11,0,0.0,4,6,2013,0,0,19986.796,25215.477142857144,22214.423642857142,21786.0348
2013-06-08,28157.82,4617.0,96.11,0,0.0,5,6,2013,1,0,33549.187,24445.281857142858,22556.772357142858,22194.292233333334
2013-06-09,31109.634000000002,4668.0,96.11,0,0.0,6,6,2013,1,0,34257.964,23995.52042857143,22931.269214285712,22568.873433333334
2013-06-10,18317.678,3559.0,95.82,0,0.0,0,6,2013,0,0,24061.683,23174.948285714283,23068.678357142857,22071.627
2013-06-11,9067.748,2438.0,95.5,0,0.0,1,6,2013,0,0,19372.717,21702.809857142856,22596.957071428573,21672.9496
2013-06-12,20190.514,4027.0,95.98,0,0.0,2,6,2013,0,0,21612.549,21499.662,22728.971571428567,21739.2403
2013-06-13,15515.116,3543.0,96.66,0,0.0,3,6,2013,0,0,22572.039,20491.530142857144,22775.26042857143,21719.6188
2013-06-14,19448.78,4177.0,97.83,0,0.0,4,6,2013,0,0,21082.201,20258.184285714284,22736.830714285716,21680.0363
2013-06-15,32468.776,5511.0,97.83,0,0.0,5,6,2013,1,1,28157.82,20874.035142857145,22659.658499999998,22204.604466666664
2013-06-16,25512.193,4233.0,97.83,0,0.0,6,6,2013,1,0,31109.634000000002,20074.40071428571,22034.960571428568,22438.066733333333
2013-06-17,20971.606,3793.0,97.86,0,0.0,0,6,2013,0,0,18317.678,20453.533285714286,21814.240785714286,22134.743433333333
2013-06-18,16529.624,3347.0,98.46,0,0.0,1,6,2013,0,0,9067.748,21519.515571428572,21611.162714285714,21680.0834
2013-06-19,19371.832,3909.0,98.24,0,0.0,2,6,2013,0,0,20190.514,21402.560999999998,21451.111500000003,21701.4115
2013-06-20,14823.9,3371.0,94.89,0,0.0,3,6,2013,0,0,15515.116,21303.815857142854,20897.673,21359.164533333333
2013-06-21,17997.705,3866.0,93.81,0,0.0,4,6,2013,0,0,19448.78,21096.519428571428,20677.351857142854,21321.2868
2013-06-22,27135.507,4603.0,93.81,0,0.0,5,6,2013,1,0,32468.776,20334.62385714286,20604.3295,21716.163333333334
2013-06-23,30153.907,4622.0,93.81,0,1.0,6,6,2013,1,0,25512.193,20997.725857142857,20536.063285714285,21925.809033333335
2013-06-24,17430.385,3584.0,95.07,0,0.0,0,6,2013,0,0,20971.606,20491.83714285714,20472.685214285713,21727.990599999997
2013-06-25,16086.064,3470.0,95.25,0,1.0,1,6,2013,0,0,16529.624,20428.471428571425,20973.9935,21401.970133333332
2013-06-26,17885.09,3838.0,95.47,0,0.0,2,6,2013,0,0,19371.832,20216.07971428571,20809.320357142857,21451.6748
2013-06-27,13367.374,3410.0,97.0,0,0.0,3,6,2013,0,0,14823.9,20008.004571428573,20655.910214285715,21374.859066666668
2013-06-28,18571.286,3866.0,96.36,0,0.0,4,6,2013,0,0,17997.705,20089.944714285717,20593.232071428567,21382.491566666667
2013-06-29,29035.571,4601.0,96.36,0,0.0,5,6,2013,1,0,27135.507,20361.38242857143,20348.003142857142,21854.774866666663
2013-06-30,30647.135,4541.0,96.36,0,0.0,6,6,2013,1,1,30153.907,20431.84357142857,20714.784714285714,22210.119499999997
2013-07-01,22435.429,3998.0,97.94,0,0.0,0,7,2013,0,0,17430.385,21146.849857142857,20819.3435,21839.6609
2013-07-02,18992.21,3717.0,99.65,0,0.0,1,7,2013,0,0,16086.064,21562.013571428568,20995.2425,21330.802433333338
2013-07-03,22594.335,4163.0,101.92,0,1.0,2,7,2013,0,0,17885.09,22234.762857142858,21225.421285714285,21281.89083333333
2013-07-04,16342.848,3569.0,101.92,0,0.0,3,7,2013,0,0,13367.374,22659.830571428574,21333.91757142857,21180.895200000003
2013-07-05,19716.326,3973.0,103.09,0,0.0,4,7,2013,0,0,18571.286,22823.407714285713,21456.67621428571,21117.687766666666
2013-07-06,28221.622,4665.0,103.09,0,0.0,5,7,2013,1,0,29035.571,22707.129285714287,21534.255857142856,21306.0072
2013-07-07,30087.878,4589.0,103.09,0,0.0,6,7,2013,1,0,30647.135,22627.23542857143,21529.539499999995,21606.196433333334
2013-07-08,23736.042,3725.0,103.03,0,0.0,0,7,2013,0,0,22435.429,22813.037285714287,21979.94357142857,21458.80383333333
2013-07-09,16194.452,3531.0,103.46,0,0.0,1,7,2013,0,0,18992.21,22413.357571428573,21987.68557142857,20961.6311
2013-07-10,19083.094,3820.0,106.41,0,0.0,2,7,2013,0,0,22594.335,21911.751714285718,22073.257285714288,20987.144966666663
2013-07-11,14926.503,3445.0,104.77,0,0.0,3,7,2013,0,0,16342.848,21709.416714285715,22184.62364285714,21182.436800000003
2013-07-12,19570.146,3978.0,105.85,0,0.0,4,7,2013,0,0,19716.326,21688.533857142862,22255.970785714286,21161.757866666663
2013-07-13,25551.453,4514.0,105.85,0,0.0,5,7,2013,1,0,28221.622,21307.081142857143,22007.105214285715,21496.302433333334
2013-07-14,26430.767,4383.0,105.85,0,0.0,6,7,2013,1,0,30087.878,20784.636714285716,21705.936071428576,21729.035333333337
2013-07-15,18433.811,3815.0,106.2,0,0.0,0,7,2013,0,1,23736.042,20027.17514285714,21420.106214285715,21261.20316666667
2013-07-16,18956.344,3860.0,105.88,0,0.0,1,7,2013,0,0,16194.452,20421.731142857145,21417.544357142855,21042.674866666664
2013-07-17,19327.877,3889.0,106.39,0,0.0,2,7,2013,0,0,19083.094,20456.700142857146,21184.22592857143,20987.8839
2013-07-18,14413.333,3445.0,107.94,0,0.0,3,7,2013,0,0,14926.503,20383.390142857144,21046.403428571433,20917.34086666667
2013-07-19,18460.795,3861.0,108.0,0,0.0,4,7,2013,0,0,19570.146,20224.911428571428,20956.722642857145,20886.972966666668
2013-07-20,27066.738,4411.0,108.0,0,0.0,5,7,2013,1,0,25551.453,20441.380714285715,20874.23092857143,21295.06756666667
2013-07-21,25648.429,4373.0,108.0,0,0.0,6,7,2013,1,0,26430.767,20329.61814285714,20557.12742857143,21550.091699999997
2013-07-22,18184.387,3773.0,106.61,0,0.0,0,7,2013,0,0,18433.811,20293.986142857142,20160.580642857145,21251.72103333333
2013-07-23,17178.475,3576.0,107.13,0,1.0,1,7,2013,0,0,18956.344,20040.004857142856,20230.868,20819.20663333333
2013-07-24,18275.443,3882.0,105.41,0,1.0,2,7,2013,0,0,19327.877,19889.657142857144,20173.178642857143,20847.375233333336
2013-07-25,14697.38,3524.0,105.47,0,1.0,3,7,2013,0,0,14413.333,19930.235285714287,20156.812714285716,20801.08576666667
2013-07-26,18334.668,4003.0,104.76,0,0.0,4,7,2013,0,0,18460.795,19912.217142857142,20068.56428571429,20816.071699999997
2013-07-27,25032.706,4413.0,104.76,0,0.0,5,7,2013,1,0,27066.738,19621.641142857145,20031.510928571428,21204.9161
2013-07-28,25934.157,4241.0,104.76,0,0.0,6,7,2013,1,0,25648.429,19662.459428571427,19996.038785714285,21450.345133333336
2013-07-29,15982.595,3520.0,104.61,0,0.0,0,7,2013,0,0,18184.387,19347.917714285715,19820.951928571427,21015.245933333335
2013-07-30,16544.708,3499.0,103.14,0,0.0,1,7,2013,0,0,17178.475,19257.379571428573,19648.692214285715,20545.165033333335
2013-07-31,21213.629,4188.0,105.1,0,0.0,2,7,2013,0,1,18275.443,19677.120428571427,19783.388785714284,20504.43836666667
2013-08-01,19674.833,3797.0,107.93,0,0.0,3,8,2013,0,0,14697.38,20388.185142857143,20159.210214285715,20527.192466666667
2013-08-02,21796.648,4006.0,106.94,0,0.0,4,8,2013,0,0,18334.668,20882.75371428571,20397.485428571432,20500.602899999998
2013-08-03,27782.083,4576.0,106.94,0,0.0,5,8,2013,1,0,25032.706,21275.521857142856,20448.5815,20881.910733333334
2013-08-04,28971.977,4563.0,106.94,0,0.0,6,8,2013,1,0,25934.157,21709.496142857144,20685.977785714284,21190.43243333333
2013-08-05,20281.916,3833.0,106.61,0,1.0,0,8,2013,0,0,15982.595,22323.684857142856,20835.801285714286,20925.775566666667
2013-08-06,16580.213,3526.0,105.32,0,0.0,1,8,2013,0,0,16544.708,22328.757,20793.068285714286,20475.520066666664
2013-08-07,20773.107,3971.0,104.41,0,0.0,2,8,2013,0,0,21213.629,22265.825285714287,20971.472857142857,20376.755566666667
2013-08-08,15136.229,3318.0,103.45,0,0.0,3,8,2013,0,0,19674.833,21617.453285714288,21002.81921428571,20341.481466666668
2013-08-09,18776.961,3856.0,106.04,0,0.0,4,8,2013,0,0,21796.648,21186.069428571423,21034.41157142857,20331.277033333332
2013-08-10,23900.353,4212.0,106.04,0,1.0,5,8,2013,1,0,27782.083,20631.53657142857,20953.529214285714,20630.405366666666
2013-08-11,24592.702,4108.0,106.04,0,0.0,6,8,2013,1,0,28971.977,20005.925857142858,20857.711000000003,20797.823900000003
2013-08-12,17999.442,3740.0,106.19,0,0.0,0,8,2013,0,0,20281.916,19679.85814285714,21001.7715,20546.0902
2013-08-13,15731.286,3587.0,106.78,0,0.0,1,8,2013,0,0,16580.213,19558.58285714286,20943.66992857143,20189.440833333334
2013-08-14,28573.763,3733.0,106.89,0,0.0,2,8,2013,0,0,20773.107,20672.962285714286,21469.393785714285,20527.43923333333
2013-08-15,14313.863,3459.0,107.43,0,1.0,3,8,2013,0,1,15136.229,20555.481428571427,21086.467357142858,20372.689866666668
2013-08-16,21132.765,4074.0,107.58,0,0.0,4,8,2013,0,0,18776.961,20892.024857142856,21039.047142857144,20432.852799999997
2013-08-17,25991.805,4722.0,107.58,0,0.0,5,8,2013,1,0,23900.353,21190.803714285714,20911.170142857143,20818.801866666665
2013-08-18,28210.742,4585.0,107.58,0,0.0,6,8,2013,1,0,24592.702,21707.66657142857,20856.796214285714,21143.8001
2013-08-19,17520.157,3767.0,107.14,0,0.0,0,8,2013,0,0,17999.442,21639.197285714286,20659.527714285712,20825.580733333332
2013-08-20,16271.089,3664.0,104.9,0,0.0,1,8,2013,0,0,15731.286,21716.312,20637.44742857143,20513.002733333335
2013-08-21,18742.417,4043.0,103.93,0,0.0,2,8,2013,0,0,28573.763,20311.834,20492.39814285714,20531.603733333333
2013-08-22,15319.284,3426.0,104.93,0,0.0,3,8,2013,0,0,14313.863,20455.46557142857,20505.4735,20469.6307
2013-08-23,18760.677,3900.0,106.48,0,0.0,4,8,2013,0,0,21132.765,20116.595857142856,20504.310357142855,20485.805166666665
2013-08-24,24856.625,4617.0,106.48,0,1.0,5,8,2013,1,0,25991.805,19954.427285714286,20572.615499999996,20824.446666666663
2013-08-25,27013.72,4480.0,106.48,0,0.0,6,8,2013,1,0,28210.742,19783.424142857144,20745.54535714286,21113.7484
2013-08-26,19270.846,3831.0,105.88,0,0.0,0,8,2013,0,0,17520.157,20033.52257142857,20836.359928571426,20921.6864
